cord_uid,title,abstract,publish_time,authors,journal,source_x,pdf_json_files,pmc_json_files
CORD-000733,COVID-19 Research Paper 734: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 734. We analyzed data from multiple sources and found significant correlations.,2022-03-14 10:31:21.081081080,"Author4, A.; Researcher4, B.",BMJ,PMC,pdf_733.json,
CORD-000734,COVID-19 Research Paper 735: A Study on Transmission Patterns,,2022-03-15 12:49:43.783783784,"Author5, A.; Researcher5, B.",Science,arXiv,pdf_734.json,
CORD-000735,COVID-19 Research Paper 736: A Study on Transmission Patterns,,2022-03-16 15:08:06.486486488,"Author6, A.; Researcher1, B.",NEJM,bioRxiv,pdf_735.json,pmc_735.json
CORD-000736,COVID-19 Research Paper 737: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 737. We analyzed data from multiple sources and found significant correlations.,2022-03-17 17:26:29.189189192,"Author7, A.; Researcher2, B.",NEJM,arXiv,pdf_736.json,
CORD-000737,COVID-19 Research Paper 738: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 738. We analyzed data from multiple sources and found significant correlations.,2022-03-18 19:44:51.891891896,"Author8, A.; Researcher3, B.",Science,bioRxiv,pdf_737.json,
CORD-000738,COVID-19 Research Paper 739: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 739. We analyzed data from multiple sources and found significant correlations.,2022-03-19 22:03:14.594594592,"Author9, A.; Researcher4, B.",Science,bioRxiv,pdf_738.json,pmc_738.json
CORD-000739,COVID-19 Research Paper 740: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 740. We analyzed data from multiple sources and found significant correlations.,2022-03-21 00:21:37.297297296,"Author10, A.; Researcher5, B.",NEJM,PubMed,pdf_739.json,
CORD-000740,COVID-19 Research Paper 741: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 741. We analyzed data from multiple sources and found significant correlations.,2022-03-22 02:40:00.000000000,"Author1, A.; Researcher1, B.",Science,PMC,pdf_740.json,
CORD-000741,COVID-19 Research Paper 742: A Study on Transmission Patterns,,2022-03-23 04:58:22.702702704,"Author2, A.; Researcher2, B.",NEJM,arXiv,pdf_741.json,pmc_741.json
CORD-000742,COVID-19 Research Paper 743: A Study on Transmission Patterns,,2022-03-24 07:16:45.405405408,"Author3, A.; Researcher3, B.",NEJM,PubMed,pdf_742.json,
CORD-000743,COVID-19 Research Paper 744: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 744. We analyzed data from multiple sources and found significant correlations.,2022-03-25 09:35:08.108108112,"Author4, A.; Researcher4, B.",BMJ,arXiv,pdf_743.json,
CORD-000744,COVID-19 Research Paper 745: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 745. We analyzed data from multiple sources and found significant correlations.,2022-03-26 11:53:30.810810808,"Author5, A.; Researcher5, B.",Nature,bioRxiv,pdf_744.json,pmc_744.json
CORD-000745,COVID-19 Research Paper 746: A Study on Transmission Patterns,,2022-03-27 14:11:53.513513512,"Author6, A.; Researcher1, B.",NEJM,PMC,pdf_745.json,
CORD-000746,COVID-19 Research Paper 747: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 747. We analyzed data from multiple sources and found significant correlations.,2022-03-28 16:30:16.216216216,"Author7, A.; Researcher2, B.",Lancet,arXiv,pdf_746.json,
CORD-000747,COVID-19 Research Paper 748: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 748. We analyzed data from multiple sources and found significant correlations.,2022-03-29 18:48:38.918918920,"Author8, A.; Researcher3, B.",JAMA,arXiv,pdf_747.json,pmc_747.json
CORD-000748,COVID-19 Research Paper 749: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 749. We analyzed data from multiple sources and found significant correlations.,2022-03-30 21:07:01.621621624,"Author9, A.; Researcher4, B.",Nature,bioRxiv,pdf_748.json,
CORD-000749,COVID-19 Research Paper 750: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 750. We analyzed data from multiple sources and found significant correlations.,2022-03-31 23:25:24.324324328,"Author10, A.; Researcher5, B.",Nature,arXiv,pdf_749.json,
CORD-000750,COVID-19 Research Paper 751: A Study on Transmission Patterns,,2022-04-02 01:43:47.027027024,"Author1, A.; Researcher1, B.",Nature,arXiv,pdf_750.json,pmc_750.json
CORD-000751,COVID-19 Research Paper 752: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 752. We analyzed data from multiple sources and found significant correlations.,2022-04-03 04:02:09.729729728,"Author2, A.; Researcher2, B.",BMJ,bioRxiv,pdf_751.json,
CORD-000752,COVID-19 Research Paper 753: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 753. We analyzed data from multiple sources and found significant correlations.,2022-04-04 06:20:32.432432432,"Author3, A.; Researcher3, B.",NEJM,PubMed,pdf_752.json,
CORD-000753,COVID-19 Research Paper 754: A Study on Transmission Patterns,,2022-04-05 08:38:55.135135136,"Author4, A.; Researcher4, B.",BMJ,bioRxiv,pdf_753.json,pmc_753.json
CORD-000754,COVID-19 Research Paper 755: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 755. We analyzed data from multiple sources and found significant correlations.,2022-04-06 10:57:17.837837840,"Author5, A.; Researcher5, B.",NEJM,PubMed,pdf_754.json,
CORD-000755,COVID-19 Research Paper 756: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 756. We analyzed data from multiple sources and found significant correlations.,2022-04-07 13:15:40.540540544,"Author6, A.; Researcher1, B.",BMJ,PMC,pdf_755.json,
CORD-000756,COVID-19 Research Paper 757: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 757. We analyzed data from multiple sources and found significant correlations.,2022-04-08 15:34:03.243243240,"Author7, A.; Researcher2, B.",BMJ,PubMed,pdf_756.json,pmc_756.json
CORD-000757,COVID-19 Research Paper 758: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 758. We analyzed data from multiple sources and found significant correlations.,2022-04-09 17:52:25.945945944,"Author8, A.; Researcher3, B.",JAMA,PubMed,pdf_757.json,
CORD-000758,COVID-19 Research Paper 759: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 759. We analyzed data from multiple sources and found significant correlations.,2022-04-10 20:10:48.648648648,"Author9, A.; Researcher4, B.",Lancet,PMC,pdf_758.json,
CORD-000759,COVID-19 Research Paper 760: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 760. We analyzed data from multiple sources and found significant correlations.,2022-04-11 22:29:11.351351352,"Author10, A.; Researcher5, B.",BMJ,PubMed,pdf_759.json,pmc_759.json
CORD-000760,COVID-19 Research Paper 761: A Study on Transmission Patterns,,2022-04-13 00:47:34.054054056,"Author1, A.; Researcher1, B.",JAMA,bioRxiv,pdf_760.json,
CORD-000761,COVID-19 Research Paper 762: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 762. We analyzed data from multiple sources and found significant correlations.,2022-04-14 03:05:56.756756752,"Author2, A.; Researcher2, B.",Science,PubMed,pdf_761.json,
CORD-000762,COVID-19 Research Paper 763: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 763. We analyzed data from multiple sources and found significant correlations.,2022-04-15 05:24:19.459459456,"Author3, A.; Researcher3, B.",Lancet,PMC,pdf_762.json,pmc_762.json
CORD-000763,COVID-19 Research Paper 764: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 764. We analyzed data from multiple sources and found significant correlations.,2022-04-16 07:42:42.162162160,"Author4, A.; Researcher4, B.",BMJ,bioRxiv,pdf_763.json,
CORD-000764,COVID-19 Research Paper 765: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 765. We analyzed data from multiple sources and found significant correlations.,2022-04-17 10:01:04.864864864,"Author5, A.; Researcher5, B.",Nature,PMC,pdf_764.json,
CORD-000765,COVID-19 Research Paper 766: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 766. We analyzed data from multiple sources and found significant correlations.,2022-04-18 12:19:27.567567568,"Author6, A.; Researcher1, B.",Science,PMC,pdf_765.json,pmc_765.json
CORD-000766,COVID-19 Research Paper 767: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 767. We analyzed data from multiple sources and found significant correlations.,2022-04-19 14:37:50.270270272,"Author7, A.; Researcher2, B.",Science,arXiv,pdf_766.json,
CORD-000767,COVID-19 Research Paper 768: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 768. We analyzed data from multiple sources and found significant correlations.,2022-04-20 16:56:12.972972976,"Author8, A.; Researcher3, B.",JAMA,arXiv,pdf_767.json,
CORD-000768,COVID-19 Research Paper 769: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 769. We analyzed data from multiple sources and found significant correlations.,2022-04-21 19:14:35.675675680,"Author9, A.; Researcher4, B.",Science,PMC,pdf_768.json,pmc_768.json
CORD-000769,COVID-19 Research Paper 770: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 770. We analyzed data from multiple sources and found significant correlations.,2022-04-22 21:32:58.378378384,"Author10, A.; Researcher5, B.",Lancet,PMC,pdf_769.json,
CORD-000770,COVID-19 Research Paper 771: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 771. We analyzed data from multiple sources and found significant correlations.,2022-04-23 23:51:21.081081088,"Author1, A.; Researcher1, B.",BMJ,PMC,pdf_770.json,
CORD-000771,COVID-19 Research Paper 772: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 772. We analyzed data from multiple sources and found significant correlations.,2022-04-25 02:09:43.783783792,"Author2, A.; Researcher2, B.",BMJ,arXiv,pdf_771.json,pmc_771.json
CORD-000772,COVID-19 Research Paper 773: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 773. We analyzed data from multiple sources and found significant correlations.,2022-04-26 04:28:06.486486480,"Author3, A.; Researcher3, B.",Nature,arXiv,pdf_772.json,
CORD-000773,COVID-19 Research Paper 774: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 774. We analyzed data from multiple sources and found significant correlations.,2022-04-27 06:46:29.189189184,"Author4, A.; Researcher4, B.",JAMA,PubMed,pdf_773.json,
CORD-000774,COVID-19 Research Paper 775: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 775. We analyzed data from multiple sources and found significant correlations.,2022-04-28 09:04:51.891891888,"Author5, A.; Researcher5, B.",Nature,PubMed,pdf_774.json,pmc_774.json
CORD-000775,COVID-19 Research Paper 776: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 776. We analyzed data from multiple sources and found significant correlations.,2022-04-29 11:23:14.594594592,"Author6, A.; Researcher1, B.",Science,PMC,pdf_775.json,
CORD-000776,COVID-19 Research Paper 777: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 777. We analyzed data from multiple sources and found significant correlations.,2022-04-30 13:41:37.297297296,"Author7, A.; Researcher2, B.",Nature,bioRxiv,pdf_776.json,
CORD-000777,COVID-19 Research Paper 778: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 778. We analyzed data from multiple sources and found significant correlations.,2022-05-01 16:00:00.000000000,,Lancet,bioRxiv,pdf_777.json,pmc_777.json
CORD-000778,COVID-19 Research Paper 779: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 779. We analyzed data from multiple sources and found significant correlations.,2022-05-02 18:18:22.702702704,"Author9, A.; Researcher4, B.",BMJ,arXiv,pdf_778.json,
CORD-000779,COVID-19 Research Paper 780: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 780. We analyzed data from multiple sources and found significant correlations.,2022-05-03 20:36:45.405405408,"Author10, A.; Researcher5, B.",Science,arXiv,pdf_779.json,
CORD-000780,COVID-19 Research Paper 781: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 781. We analyzed data from multiple sources and found significant correlations.,2022-05-04 22:55:08.108108112,"Author1, A.; Researcher1, B.",Nature,arXiv,pdf_780.json,pmc_780.json
CORD-000781,COVID-19 Research Paper 782: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 782. We analyzed data from multiple sources and found significant correlations.,2022-05-06 01:13:30.810810816,"Author2, A.; Researcher2, B.",JAMA,PMC,pdf_781.json,
CORD-000782,COVID-19 Research Paper 783: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 783. We analyzed data from multiple sources and found significant correlations.,2022-05-07 03:31:53.513513520,"Author3, A.; Researcher3, B.",Lancet,bioRxiv,pdf_782.json,
CORD-000783,COVID-19 Research Paper 784: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 784. We analyzed data from multiple sources and found significant correlations.,2022-05-08 05:50:16.216216224,"Author4, A.; Researcher4, B.",Lancet,PubMed,pdf_783.json,pmc_783.json
CORD-000784,COVID-19 Research Paper 785: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 785. We analyzed data from multiple sources and found significant correlations.,2022-05-09 08:08:38.918918912,"Author5, A.; Researcher5, B.",Nature,PMC,pdf_784.json,
CORD-000785,COVID-19 Research Paper 786: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 786. We analyzed data from multiple sources and found significant correlations.,2022-05-10 10:27:01.621621616,"Author6, A.; Researcher1, B.",BMJ,PubMed,pdf_785.json,
CORD-000786,COVID-19 Research Paper 787: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 787. We analyzed data from multiple sources and found significant correlations.,2022-05-11 12:45:24.324324320,"Author7, A.; Researcher2, B.",Nature,PubMed,pdf_786.json,pmc_786.json
CORD-000787,COVID-19 Research Paper 788: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 788. We analyzed data from multiple sources and found significant correlations.,2022-05-12 15:03:47.027027024,"Author8, A.; Researcher3, B.",Science,PMC,pdf_787.json,
CORD-000788,COVID-19 Research Paper 789: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 789. We analyzed data from multiple sources and found significant correlations.,2022-05-13 17:22:09.729729728,"Author9, A.; Researcher4, B.",Nature,PubMed,pdf_788.json,
CORD-000789,COVID-19 Research Paper 790: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 790. We analyzed data from multiple sources and found significant correlations.,2022-05-14 19:40:32.432432432,"Author10, A.; Researcher5, B.",Lancet,bioRxiv,pdf_789.json,pmc_789.json
CORD-000790,COVID-19 Research Paper 791: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 791. We analyzed data from multiple sources and found significant correlations.,2022-05-15 21:58:55.135135136,"Author1, A.; Researcher1, B.",Nature,PubMed,pdf_790.json,
CORD-000791,COVID-19 Research Paper 792: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 792. We analyzed data from multiple sources and found significant correlations.,2022-05-17 00:17:17.837837840,"Author2, A.; Researcher2, B.",BMJ,bioRxiv,pdf_791.json,
CORD-000792,COVID-19 Research Paper 793: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 793. We analyzed data from multiple sources and found significant correlations.,2022-05-18 02:35:40.540540544,"Author3, A.; Researcher3, B.",JAMA,bioRxiv,pdf_792.json,pmc_792.json
CORD-000793,COVID-19 Research Paper 794: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 794. We analyzed data from multiple sources and found significant correlations.,2022-05-19 04:54:03.243243248,"Author4, A.; Researcher4, B.",NEJM,bioRxiv,pdf_793.json,
CORD-000794,COVID-19 Research Paper 795: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 795. We analyzed data from multiple sources and found significant correlations.,2022-05-20 07:12:25.945945952,"Author5, A.; Researcher5, B.",Nature,arXiv,pdf_794.json,
CORD-000795,COVID-19 Research Paper 796: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 796. We analyzed data from multiple sources and found significant correlations.,2022-05-21 09:30:48.648648656,,BMJ,PubMed,pdf_795.json,pmc_795.json
CORD-000796,COVID-19 Research Paper 797: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 797. We analyzed data from multiple sources and found significant correlations.,2022-05-22 11:49:11.351351344,"Author7, A.; Researcher2, B.",BMJ,PMC,pdf_796.json,
CORD-000797,COVID-19 Research Paper 798: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 798. We analyzed data from multiple sources and found significant correlations.,2022-05-23 14:07:34.054054048,"Author8, A.; Researcher3, B.",JAMA,PMC,pdf_797.json,
CORD-000798,COVID-19 Research Paper 799: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 799. We analyzed data from multiple sources and found significant correlations.,2022-05-24 16:25:56.756756752,"Author9, A.; Researcher4, B.",Lancet,PubMed,pdf_798.json,pmc_798.json
CORD-000799,COVID-19 Research Paper 800: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 800. We analyzed data from multiple sources and found significant correlations.,2022-05-25 18:44:19.459459456,"Author10, A.; Researcher5, B.",BMJ,arXiv,pdf_799.json,
CORD-000800,COVID-19 Research Paper 801: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 801. We analyzed data from multiple sources and found significant correlations.,2022-05-26 21:02:42.162162160,"Author1, A.; Researcher1, B.",BMJ,arXiv,pdf_800.json,
CORD-000801,COVID-19 Research Paper 802: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 802. We analyzed data from multiple sources and found significant correlations.,2022-05-27 23:21:04.864864864,"Author2, A.; Researcher2, B.",BMJ,bioRxiv,pdf_801.json,pmc_801.json
CORD-000802,COVID-19 Research Paper 803: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 803. We analyzed data from multiple sources and found significant correlations.,2022-05-29 01:39:27.567567568,"Author3, A.; Researcher3, B.",BMJ,PubMed,pdf_802.json,
CORD-000803,COVID-19 Research Paper 804: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 804. We analyzed data from multiple sources and found significant correlations.,2022-05-30 03:57:50.270270272,"Author4, A.; Researcher4, B.",Science,PubMed,pdf_803.json,
CORD-000804,COVID-19 Research Paper 805: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 805. We analyzed data from multiple sources and found significant correlations.,2022-05-31 06:16:12.972972976,"Author5, A.; Researcher5, B.",Science,PMC,pdf_804.json,pmc_804.json
CORD-000805,COVID-19 Research Paper 806: A Study on Transmission Patterns,,2022-06-01 08:34:35.675675680,"Author6, A.; Researcher1, B.",Lancet,PubMed,pdf_805.json,
CORD-000806,COVID-19 Research Paper 807: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 807. We analyzed data from multiple sources and found significant correlations.,2022-06-02 10:52:58.378378384,"Author7, A.; Researcher2, B.",Nature,arXiv,pdf_806.json,
CORD-000807,COVID-19 Research Paper 808: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 808. We analyzed data from multiple sources and found significant correlations.,2022-06-03 13:11:21.081081088,"Author8, A.; Researcher3, B.",BMJ,PubMed,pdf_807.json,pmc_807.json
CORD-000808,COVID-19 Research Paper 809: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 809. We analyzed data from multiple sources and found significant correlations.,2022-06-04 15:29:43.783783792,"Author9, A.; Researcher4, B.",JAMA,PMC,pdf_808.json,
CORD-000809,COVID-19 Research Paper 810: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 810. We analyzed data from multiple sources and found significant correlations.,2022-06-05 17:48:06.486486480,"Author10, A.; Researcher5, B.",Nature,bioRxiv,pdf_809.json,
CORD-000810,COVID-19 Research Paper 811: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 811. We analyzed data from multiple sources and found significant correlations.,2022-06-06 20:06:29.189189184,"Author1, A.; Researcher1, B.",JAMA,PMC,pdf_810.json,pmc_810.json
CORD-000811,COVID-19 Research Paper 812: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 812. We analyzed data from multiple sources and found significant correlations.,2022-06-07 22:24:51.891891888,"Author2, A.; Researcher2, B.",Nature,PMC,pdf_811.json,
CORD-000812,COVID-19 Research Paper 813: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 813. We analyzed data from multiple sources and found significant correlations.,2022-06-09 00:43:14.594594592,"Author3, A.; Researcher3, B.",Lancet,bioRxiv,pdf_812.json,
CORD-000813,COVID-19 Research Paper 814: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 814. We analyzed data from multiple sources and found significant correlations.,2022-06-10 03:01:37.297297296,"Author4, A.; Researcher4, B.",BMJ,PMC,pdf_813.json,pmc_813.json
CORD-000814,COVID-19 Research Paper 815: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 815. We analyzed data from multiple sources and found significant correlations.,2022-06-11 05:20:00.000000000,"Author5, A.; Researcher5, B.",BMJ,PMC,pdf_814.json,
CORD-000815,COVID-19 Research Paper 816: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 816. We analyzed data from multiple sources and found significant correlations.,2022-06-12 07:38:22.702702704,"Author6, A.; Researcher1, B.",NEJM,PubMed,pdf_815.json,
CORD-000816,COVID-19 Research Paper 817: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 817. We analyzed data from multiple sources and found significant correlations.,2022-06-13 09:56:45.405405408,"Author7, A.; Researcher2, B.",JAMA,PubMed,pdf_816.json,pmc_816.json
CORD-000817,COVID-19 Research Paper 818: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 818. We analyzed data from multiple sources and found significant correlations.,2022-06-14 12:15:08.108108112,"Author8, A.; Researcher3, B.",Nature,bioRxiv,pdf_817.json,
CORD-000818,COVID-19 Research Paper 819: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 819. We analyzed data from multiple sources and found significant correlations.,2022-06-15 14:33:30.810810816,"Author9, A.; Researcher4, B.",Nature,PubMed,pdf_818.json,
CORD-000819,COVID-19 Research Paper 820: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 820. We analyzed data from multiple sources and found significant correlations.,2022-06-16 16:51:53.513513520,"Author10, A.; Researcher5, B.",Science,PubMed,pdf_819.json,pmc_819.json
CORD-000820,COVID-19 Research Paper 821: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 821. We analyzed data from multiple sources and found significant correlations.,2022-06-17 19:10:16.216216224,"Author1, A.; Researcher1, B.",NEJM,PMC,pdf_820.json,
CORD-000821,COVID-19 Research Paper 822: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 822. We analyzed data from multiple sources and found significant correlations.,2022-06-18 21:28:38.918918912,"Author2, A.; Researcher2, B.",Science,arXiv,pdf_821.json,
CORD-000822,COVID-19 Research Paper 823: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 823. We analyzed data from multiple sources and found significant correlations.,2022-06-19 23:47:01.621621616,"Author3, A.; Researcher3, B.",Science,PubMed,pdf_822.json,pmc_822.json
CORD-000823,COVID-19 Research Paper 824: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 824. We analyzed data from multiple sources and found significant correlations.,2022-06-21 02:05:24.324324320,"Author4, A.; Researcher4, B.",Science,arXiv,pdf_823.json,
CORD-000824,COVID-19 Research Paper 825: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 825. We analyzed data from multiple sources and found significant correlations.,2022-06-22 04:23:47.027027024,"Author5, A.; Researcher5, B.",JAMA,PubMed,pdf_824.json,
CORD-000825,COVID-19 Research Paper 826: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 826. We analyzed data from multiple sources and found significant correlations.,2022-06-23 06:42:09.729729728,"Author6, A.; Researcher1, B.",JAMA,PubMed,pdf_825.json,pmc_825.json
CORD-000826,COVID-19 Research Paper 827: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 827. We analyzed data from multiple sources and found significant correlations.,2022-06-24 09:00:32.432432432,"Author7, A.; Researcher2, B.",Lancet,bioRxiv,pdf_826.json,
CORD-000827,COVID-19 Research Paper 828: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 828. We analyzed data from multiple sources and found significant correlations.,2022-06-25 11:18:55.135135136,,Lancet,bioRxiv,pdf_827.json,
CORD-000828,COVID-19 Research Paper 829: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 829. We analyzed data from multiple sources and found significant correlations.,2022-06-26 13:37:17.837837840,"Author9, A.; Researcher4, B.",Science,bioRxiv,pdf_828.json,pmc_828.json
CORD-000829,COVID-19 Research Paper 830: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 830. We analyzed data from multiple sources and found significant correlations.,2022-06-27 15:55:40.540540544,,NEJM,arXiv,pdf_829.json,
CORD-000830,COVID-19 Research Paper 831: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 831. We analyzed data from multiple sources and found significant correlations.,2022-06-28 18:14:03.243243248,"Author1, A.; Researcher1, B.",Nature,PMC,pdf_830.json,
CORD-000831,COVID-19 Research Paper 832: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 832. We analyzed data from multiple sources and found significant correlations.,2022-06-29 20:32:25.945945952,"Author2, A.; Researcher2, B.",JAMA,PubMed,pdf_831.json,pmc_831.json
CORD-000832,COVID-19 Research Paper 833: A Study on Transmission Patterns,,2022-06-30 22:50:48.648648656,"Author3, A.; Researcher3, B.",NEJM,PubMed,pdf_832.json,
CORD-000833,COVID-19 Research Paper 834: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 834. We analyzed data from multiple sources and found significant correlations.,2022-07-02 01:09:11.351351344,"Author4, A.; Researcher4, B.",BMJ,PubMed,pdf_833.json,
CORD-000834,COVID-19 Research Paper 835: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 835. We analyzed data from multiple sources and found significant correlations.,2022-07-03 03:27:34.054054048,"Author5, A.; Researcher5, B.",JAMA,arXiv,pdf_834.json,pmc_834.json
CORD-000835,COVID-19 Research Paper 836: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 836. We analyzed data from multiple sources and found significant correlations.,2022-07-04 05:45:56.756756752,"Author6, A.; Researcher1, B.",JAMA,bioRxiv,pdf_835.json,
CORD-000836,COVID-19 Research Paper 837: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 837. We analyzed data from multiple sources and found significant correlations.,2022-07-05 08:04:19.459459456,"Author7, A.; Researcher2, B.",Lancet,PMC,pdf_836.json,
CORD-000837,COVID-19 Research Paper 838: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 838. We analyzed data from multiple sources and found significant correlations.,2022-07-06 10:22:42.162162160,,Nature,arXiv,pdf_837.json,pmc_837.json
CORD-000838,COVID-19 Research Paper 839: A Study on Transmission Patterns,This paper presents findings on COVID-19 transmission patterns in sample 839. We analyzed data from multiple sources and found significant correlations.,2022-07-07 12:41:04.864864864,"Author9, A.; Researcher4, B.",Nature,bioRxiv,pdf_838.json,
